Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you male or female?,How old are you?,Are you?,,How would you describe your role?,,What would make you feel happier at work?,,,,,,"In the last month, how often have you felt...",,,,,,"In the last month, has anything happened to make you feel more positive about your working life? ",," In the last month, has anything happened to make you feel less positive about your working life?",,How do you think Brexit will affect your current employment?,
6696080650,169394296,02/14/2018 11:28:51 PM,02/14/2018 11:29:29 PM,213.205.192.225,,,,,Female,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6696009872,169394296,02/14/2018 10:53:51 PM,02/14/2018 10:57:34 PM,151.226.206.86,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Rarely / Not very often,Sometimes,Rarely / Not very often,Sometimes,Rarely / Not very often,Most of the time,No,,No,,Not at all,
6695878953,169394296,02/14/2018 09:56:43 PM,02/14/2018 09:58:10 PM,213.205.251.14,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Quite often,Quite often,Most of the time,Quite often,Most of the time,No,,No,,I don't know,
6695679764,169394296,02/14/2018 08:38:59 PM,02/14/2018 08:41:52 PM,213.205.251.182,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,,Sometimes,Sometimes,Rarely / Not very often,Sometimes,Sometimes,Most of the time,No,,Yes,Not progressing / micro management ,I don't know,
6695613216,169394296,02/14/2018 08:14:52 PM,02/14/2018 08:16:12 PM,85.255.236.96,,,,,Female,18 - 29,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Quite often,Sometimes,Quite often,Quite often,Quite often,Sometimes,No,,No,,Not at all,
6695604237,169394296,02/14/2018 08:11:43 PM,02/14/2018 08:11:59 PM,2.25.94.227,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6695467435,169394296,02/14/2018 07:26:02 PM,02/14/2018 07:27:29 PM,5.69.145.42,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,,,More recognition from management and colleagues,,,Rarely / Not very often,Sometimes,Sometimes,Rarely / Not very often,Sometimes,Rarely / Not very often,No,,Yes,Someone being promoted over me with less experience. ,I don't know,
6695423059,169394296,02/14/2018 07:12:40 PM,02/14/2018 07:14:36 PM,81.129.117.89,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,No,Work load not shared equally and team members thinking they are managers ,I don't know,
6695283666,169394296,02/14/2018 06:30:51 PM,02/14/2018 06:33:59 PM,90.219.32.62,,,,,Female,50+,Self-Employed,,Other (please specify),Artisan knitter,,,More money,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,Yes,Universal Credit leaves me ;£75 month for food and petrol after bills,In a negative way,
6695019328,169394296,02/14/2018 05:01:59 PM,02/14/2018 05:03:10 PM,81.132.69.18,,,,,Female,18 - 29,Other,Student,Other (please specify),Animation major student ,Instant benefits like cinema and retail discounts,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Almost Never,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,No,,No,,In a negative way,
6694998616,169394296,02/14/2018 04:52:56 PM,02/14/2018 04:57:32 PM,2.24.98.139,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Yes,Promotion,Yes,Rude customers ,I don't know,
6694914577,169394296,02/14/2018 04:22:59 PM,02/14/2018 04:24:52 PM,95.144.76.30,,,,,Female,30 - 49,Self-Employed,,Director / Company Owner,,,,More money,,,Recognition from clients  ,Almost Never,Rarely / Not very often,Almost Never,Rarely / Not very often,Sometimes,Rarely / Not very often,No,,Yes,Felt undervalued and unappreciated. Realised how much I sacrifice with little thanks,Not at all,
6694909954,169394296,02/14/2018 04:21:02 PM,02/14/2018 04:21:56 PM,92.30.1.43,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694864337,169394296,02/14/2018 04:04:13 PM,02/14/2018 04:04:26 PM,5.80.46.28,,,,,Female,18 - 29,Other,Student,,,,,,,,,,,,,,,,,,,,
6694816126,169394296,02/14/2018 03:46:12 PM,02/14/2018 03:46:26 PM,2.100.182.233,,,,,Male,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6694711181,169394296,02/14/2018 03:02:21 PM,02/14/2018 03:02:35 PM,165.120.216.88,,,,,Female,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694691933,169394296,02/14/2018 02:53:35 PM,02/14/2018 02:53:54 PM,79.78.204.226,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694686393,169394296,02/14/2018 02:50:50 PM,02/14/2018 02:53:06 PM,82.132.217.87,,,,,Male,50+,Employed,,Senior Manager / Department Head,,,,More money,,,,Quite often,Sometimes,Sometimes,Quite often,Most of the time,Quite often,Yes,Transfer closer to home,No,,Not at all,
6694685593,169394296,02/14/2018 02:50:37 PM,02/14/2018 02:50:57 PM,2.102.94.163,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694685507,169394296,02/14/2018 02:50:37 PM,02/14/2018 02:51:56 PM,86.147.57.79,,,,,Female,50+,Self-Employed,,Other (please specify),Dog groomer,,,More money,,,,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,No,,Not at all,
6694669964,169394296,02/14/2018 02:43:20 PM,02/14/2018 02:43:39 PM,90.192.60.109,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694662588,169394296,02/14/2018 02:39:40 PM,02/14/2018 02:41:49 PM,77.103.44.243,,,,,Male,30 - 49,Employed,,Team Leader / Manager,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Quite often,Yes,,No,,I don't know,
6694658444,169394296,02/14/2018 02:37:51 PM,02/14/2018 02:38:10 PM,90.203.198.11,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694655211,169394296,02/14/2018 02:36:04 PM,02/14/2018 02:37:53 PM,94.193.17.43,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,More money,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,,No,,I don't know,
6694649462,169394296,02/14/2018 02:33:19 PM,02/14/2018 02:33:52 PM,109.145.37.221,,,,,Male,50+,Employed,,,,,,,,,,,,,,,,,,,,,
6694643562,169394296,02/14/2018 02:30:32 PM,02/14/2018 02:30:57 PM,94.12.150.96,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694642889,169394296,02/14/2018 02:30:08 PM,02/14/2018 02:30:36 PM,82.132.228.191,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694639873,169394296,02/14/2018 02:28:48 PM,02/14/2018 02:33:16 PM,165.120.21.138,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,,,,,More realistic levels of expectations. Not such high targets. ,Rarely / Not very often,Rarely / Not very often,Sometimes,Sometimes,Quite often,Rarely / Not very often,Yes,Reduced marking and planning,Yes,Targets given from above - unrealistic expectations. Bring sled to fit more in the timetable again when nothing ever taken away. Lack of praise from senior leadership,I don't know,
6694638886,169394296,02/14/2018 02:27:51 PM,02/14/2018 02:32:43 PM,87.112.57.96,,,,,Female,50+,Other,Temp,Other (please specify),Dogsbody,,,,,,Welfare and job security and promotiomal prospects,Almost Never,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Almost Never,Most of the time,No,,Yes,Companies like carrillon failing. State of nhs,In a negative way,
6694636327,169394296,02/14/2018 02:26:59 PM,02/14/2018 02:27:16 PM,94.192.96.176,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694631815,169394296,02/14/2018 02:24:43 PM,02/14/2018 02:26:29 PM,86.190.22.215,,,,,Female,18 - 29,Other,Student,Other (please specify),Student,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Quite often,Quite often,Quite often,Sometimes,Rarely / Not very often,No,,Yes,Brexit ,Other (please specify),Working abroad before started at universiry again - very worried about future prospects 
6694625936,169394296,02/14/2018 02:21:37 PM,02/14/2018 02:22:01 PM,86.164.48.235,,,,,Female,50+,Employed,,,,,,,,,,,,,,,,,,,,,
6694620197,169394296,02/14/2018 02:18:40 PM,02/14/2018 02:19:04 PM,146.200.30.202,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694619844,169394296,02/14/2018 02:18:13 PM,02/14/2018 02:18:53 PM,86.1.185.124,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694614079,169394296,02/14/2018 02:15:27 PM,02/14/2018 02:18:03 PM,79.77.209.210,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,,,,Have all this ,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,No,,I don't know,
6694600848,169394296,02/14/2018 02:08:29 PM,02/14/2018 02:10:18 PM,51.9.111.142,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,Rarely / Not very often,No,,Yes,,I don't know,
6694580470,169394296,02/14/2018 01:58:10 PM,02/14/2018 01:58:28 PM,81.157.144.139,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694577120,169394296,02/14/2018 01:56:10 PM,02/14/2018 01:56:36 PM,79.67.135.15,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694576884,169394296,02/14/2018 01:56:10 PM,02/14/2018 01:56:28 PM,95.151.49.73,,,,,Male,50+,Other,Disabled retired,,,,,,,,,,,,,,,,,,,,
6694559827,169394296,02/14/2018 01:46:29 PM,02/14/2018 01:46:45 PM,37.217.21.129,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6694547438,169394296,02/14/2018 01:38:39 PM,02/14/2018 01:41:03 PM,2.31.251.231,,,,,Male,18 - 29,Other,Bank of mom and dad because the goverment do not pay apprenticship workers enough,Other (please specify),Pro ganja smoker,,,More money,,,,Almost Never,Almost Never,Rarely / Not very often,Sometimes,Sometimes,Rarely / Not very often,No,,No,,In a negative way,
6694538376,169394296,02/14/2018 01:33:04 PM,02/14/2018 01:33:53 PM,79.71.76.198,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694532790,169394296,02/14/2018 01:30:02 PM,02/14/2018 01:34:20 PM,109.158.177.55,,,,,Female,50+,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,,,"Recognition by govt that they need to stop tampering with education, support teachers and heads and raise their support for schools when parents make malicious complaints",Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Rarely / Not very often,No,,Yes,"Government interference, unpleasant parents",In a negative way,
6694532153,169394296,02/14/2018 01:29:29 PM,02/14/2018 01:29:51 PM,90.254.9.199,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694514297,169394296,02/14/2018 01:17:39 PM,02/14/2018 01:18:03 PM,86.190.117.19,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694508434,169394296,02/14/2018 01:13:52 PM,02/14/2018 01:14:15 PM,86.182.67.156,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694505538,169394296,02/14/2018 01:12:04 PM,02/14/2018 01:12:22 PM,78.144.93.86,,,,,Female,50+,Other,Retired,,,,,,,,,,,,,,,,,,,,
6694489988,169394296,02/14/2018 01:01:40 PM,02/14/2018 01:02:59 PM,77.102.254.242,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Sometimes,Most of the time,Quite often,Sometimes,Most of the time,Quite often,No,,Yes,assault no support ,I don't know,
6694483629,169394296,02/14/2018 12:57:07 PM,02/14/2018 01:04:08 PM,89.243.56.80,,,,,Male,50+,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,Better communication and access to management via phone or email .,Sometimes,Rarely / Not very often,Sometimes,Sometimes,Almost Never,Most of the time,Yes,Applications for several new jobs with a different employer sentph,Yes,Phone and emails ignored by management ,Not at all,
6694471551,169394296,02/14/2018 12:48:52 PM,02/14/2018 12:49:10 PM,88.109.119.35,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694464383,169394296,02/14/2018 12:43:34 PM,02/14/2018 12:44:00 PM,82.20.39.19,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694396429,169394296,02/14/2018 11:53:09 AM,02/14/2018 11:54:02 AM,92.40.248.191,,,,,Male,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694391165,169394296,02/14/2018 11:49:56 AM,02/14/2018 11:50:10 AM,31.48.24.35,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694390513,169394296,02/14/2018 11:49:26 AM,02/14/2018 11:49:38 AM,46.208.100.193,,,,,Female,50+,Self-Employed,,,,,,,,,,,,,,,,,,,,,
6694386172,169394296,02/14/2018 11:45:55 AM,02/14/2018 11:48:48 AM,95.147.81.102,,,,,Female,50+,Employed,,Other (please specify),cleaner,,,,More recognition from management and colleagues,,,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,No,,No,,Not at all,
6694380119,169394296,02/14/2018 11:41:36 AM,02/14/2018 11:44:32 AM,2.30.73.255,,,,,Female,18 - 29,Employed,,Team Leader / Manager,,,,,,,Training to achieve a higher company position. Regular rota (no more shift work) or at least getting my rota more than a few days in advance on a weekly basis. ,Quite often,Quite often,Quite often,Quite often,Rarely / Not very often,Most of the time,No,,No,,Other (please specify),We have several wonderfully dedicated and skilled employees from European countries who I suspect will not be allowed to stay or may face problems with their residency status. We may have to hire new people - and honestly British people (chefs especially) are often much lazier and take less pride in their work. 
6694375348,169394296,02/14/2018 11:37:52 AM,02/14/2018 11:40:06 AM,213.205.194.149,,,,,Male,30 - 49,Employed,,Team Leader / Manager,,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Quite often,Sometimes,Sometimes,Most of the time,Rarely / Not very often,No,,No,,I don't know,
6694370717,169394296,02/14/2018 11:34:12 AM,02/14/2018 11:38:55 AM,2.30.236.158,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,More money,,,,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,No,,Yes,Staff changes,I don't know,
6694367148,169394296,02/14/2018 11:31:38 AM,02/14/2018 11:32:15 AM,86.191.209.5,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6694358854,169394296,02/14/2018 11:25:45 AM,02/14/2018 11:27:49 AM,80.234.143.30,,,,,Female,50+,Self-Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Yes,Good feedback ,No,,In a negative way,
6694347527,169394296,02/14/2018 11:16:59 AM,02/14/2018 11:19:19 AM,87.115.178.73,,,,,Female,30 - 49,Self-Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,Yes,,In a negative way,
